PMID,AbstractText
1137004,"The brains of 18 patients were examined post mortem for histologic criteria of edema, and samples of white and gray matter were analyzed for water, sodium, and potassium content. In a parallel experimental study, brains of cats with unilateral freezing lesions and resulting cerebral edema were similarly examined immediately after death and up to 18 hours post mortem. In both types of material, in gray matter there was a relatively rapid (within less than 4 hours) increase in water and sodium content and fall in potassium content. In normal and edematous white matter, little change was observed post mortem. No correlation could be demonstrated in any of the material studied between water content and histologic grading for cerebral edema. It is concluded that determination of water content in the white matter postmortem could be a useful tool for the neuropathologist. Histologic assessment of cerebral edema is of little value."
1137005,Administration to rats of D-galactosamine (400 mg/kg) produces liver cell death that develops during the first 24 hours. Plasma membranes isolated within the first few hours from these animals show a 40% reduction in 5'-nucleotidase activity and a two-fold increase in maximum negative ellipticity determined by circular dichroism. Simultaneous administration of uridine prevents liver cell death and these early alterations in the plasma membranes. Uridine also prevents cell death if administered for up to 3 hours after galactosamine. The 5'nucleotidase activity reduced when uridine is administered for up to 2-1/2 hours after galactosamine. Changes in the liver calcium ion concentration accompany these plasma membrane alterations. Uridine will prevent and reverse the changes in calcium content in parallel to its ability to reverse the membrane alterations. The significance of these findings with respect to the mechanism of galactosamine-induced liver cell death is discussed.
1137010,"The effects of ischemia, induced by a tourniquet, were investigated on 36 adult Holtzman female rates in terms of damage to the ventral horn cell of the spinal cord and tibial nerve and motor end-plate degeneration and regeneration. Clinically, the rats were tested for sensory and motor loss and recovery and these results were compared with the histological findings. Ischemic periods of 2, 4, 6, and 8 hours were used followed by survival times of 3 weeks to 9 months. Histologically, there was degeneration and regeneration found to varying degrees in the nerve and motor end-plate. There were no changes found in the ventral horn cell. There was a loss of pain sensation in all animals, except the 2 hour group, and a loss of motor function. Motor function, preceded by sensation, returned in all animals. With the absence of ventral horn cell damage it was not surprising to find adequate regeneration histologically and, therefore, a return of both sensory and motor function."
1137011,"The purpose of the study was to study the effects of cross-transfer on fractionated reaction time components in the unilateral and bilateral measurement conditions. Ss (N = 30) responded to a sudden arm displacement from an electromagnet by abducting the falling arm (unilateral ipsilateral trial, N = 15), by abducting the non-stimulus limb from a RT switch (unilateral contralateral trial, N = 15), or by performing both of these responses simultaneously (bilateral trial, N = 15). EMGs from the 45 randomized trials were monitored from the middle portions of the relaxed deltoideus muscles. Dependent variables were ipsilateral reflex latency (IRL), ipsilateral premotor time (IPMT), contralateral premotor time (CPMT), and contralateral reaction time (CRT). The following statistical procedures were applied to the data: an interclass correlation, a subjects-by-trials analysis of trends for each variable, and a single-groups subjects by two within-group variables analysis of variance for the six logical comparisons. IPMT was the only latency decreased by the addition of the bilateral measurement condition; however IPMT remained slower than CPMT even in the bilateral measurement condition. IRLs, CPMTs, and CRTs remained the same. The addition of a bilateral measurement condition appeared to result in less delay from the synchronous reflex volley to IPMT than in the unilateral measurement condition."
1137012,"The authors describe their experience with the different types of telemetry systems, applicable for locomotion studies and other similar areas of research. They describe the differences between frequency modulation (FM) systems and time-domain multiplexing (PAM) systems. They discuss the advantages and the disadvantages of each of these systems, particularly as applied to the transmission of EMG signals."
1137015,"The authors discuss their observations of acute psychiatric patients in a day hospital, noting the universality of the existential concerns that arise once the patient has confronted his illness. They discuss the problem of what determins a ""cure"" in emotional disturbances and suggest that the primary issue is for patients to learn to live as healthy people within the limits of their individual potential."
1137016,"The coverage of out-of-hospital expenses for mental health care through prepayment and insurance programs has been a major advance in removing the economic barriers to early detection, diagnosis, and treatment of mental disorders. However, obstacles to obtaining treatment block many eligible people from receiving help. The authors conducted a study among members of the United Auto Workers union to identify these roadblocks. Among the obstacles were differences in perceptions of need for treatment and in attitudes toward treatment, and lack of awareness of eligibility for benefits among three key groups - consumers, referral agents, and providers. The authors urge psychiatry to help in removing these obstacles."
1137017,"The use of the diagnosis ""sociopathy"" and its synonyms hinders the search for other kinds of symptomatology, the recognition of which might lead to appropriate therapeutic intervention. The authors therefore suggest that the terms ""sociopathic personality,"" ""antisocial personality,"" and ""acting out aggressive reaction of childhood or adolescence"" be eliminated as primary diagnoses from the psychiatric nomenclature for children or adolescents. Two case reports are presented to emphasize the damage these diagnoses can cause."
1137018,"Drawing on their experience, the authors explore the opportunity for learning administrative process that is available to the psychiatric chief resident. They categorize six models of the psychiatric chief residency and document two of them, the ward chief and the interface chief, as providing particularly rich administrative experiences. Although the chief resident's administrative experience is only a preliminary one, it can be a first step in solidifying his identity as a clinician-executive."
1137019,"The authors present data from a survey of four methadone maintenance programs, five outpatient clinics, six nonresidential facilities, and nine therapeutic communities affiliated with the Dade County Comprehensive Drug Program. The treatment population included more blacks but fewer Latins than the general county population. Primary drugs of abuse were narcotics in methadone clinics and ""softer"" drugs in outpatient and nonresidential facilities. Most patients were either self- or court referrals. Direct per patient costs, which were lowest in the outpatient clinics, averaged $1,041. The authors suggest that their data may aid other comprehensive drug treatment programs in establishing guidelines."
1137021,"The authors examined 88 patients with an admission diagnosis of schizophrenia for the presence of good and poor clinical prognostic signs and related their findings to the clinical presentation, response to somatic treatments, and prevalence of illness in first-degree relatives. The results augment the growing evidence that good and poor prognosis schizophrenia are different illnesses and that good prognosis schizophrenia is frequently indistinguishable from manic-depressive illness."
1137022,"The authors report the occurrence of a sever striopallidal disorder in a schizophrenic patient one week after he received fluphenazine enanthate injections on an every-other-day schedule. In view of current interest in depot psychopharmaceuticals, they recommend that careful attention be given to dosage and administration schedules and to the possibility of delayed pseudoparkinsonian symptoms. Emergency room physicians should be alerted to the possible side effects of such drugs."
1137023,"The author describes a technique for use with adolescents (perferably nonpsychotic, acting-out patients) in the terminal phase of psychiatric hospitalization. Patient, parents, and therapist have a summit meeting during which they write a contract which is a prerequisite of the patient's discharge. The document, which all parties sign, specifies conditions of the patient's return to family life. A case report, including a contract, illustrates the use of the technique."
1137024,"The author presents data on the Minnesota Multiphasic Personality Inventory (MMPI) characteristics of a sample of enlisted Army men returning from Viet Nam identified as heroin abusers. Although a marked heterogeneity of MMPI profile types was found, a significant percentage of the subjects showed indications of marked psychopathology, and only a minority performed within normal limits on the MMPI. Theses military subjects showed neither greater nor less psychopathology and sociopathology than previously reported samples of civilian addicts."
1137025,"Although traditional societies in Oceania direct their fertility choice behavior (if any) toward spirits rather than sexual intercourse, closer observation shows that these fertility choice behaviors, while groping and magical, sometimes have empirical value. The author notes that the alternative to effective fertility control in these societies has sometimes been population regulation of the Malthusian variety (e.g., murder and starvation). Efforts aimed at spacing the family in a less savage and more effective manner deserve encouragement, the author believes."
1137026,"The wacinko syndrome in the Oglala Sioux varies from a nonclinical reaction to pathological degrees of anger, pouting, withdrawal, depression, psychomotor retardation, mutism, immobility, and even to suicide. Although indigenous proctitioners recognize the syndrome as a distinctive disorder, it has not been described by non-Indian practitioners. The author presents a case report and suggests that most cases are diagnosable as reactive depressive illness."
1137037,"The thalamoperforating arteries are divided into 2 distinct groups, an anterior and a posterior. The PTPAS are retromammillary branches of the precommunicating segments of the posterior cerebral arteries. The PTPAS may be divided into interpeduncular, mesencephalic and thalamic segments and are not directly related to the third ventricle. They are primarily midbrain and thalamic arteries. The main trunk of the PTPA (mesencephalic segment) normally does not undulate, but assumes a characteristically straight configuration. The ATPAS arise from the posterior communicating arteries anterior and lateral to the mamillary bodies. The ATPAS are primarily diencephalic vessels. Interpeduncular, paraventricular (hypothalamic) and thalamic segments may be identified. The major segment of the ATPAS is para third ventricular in location at the level of the massa intermedia."
1137038,"The tomographic findings in the Stenvers' projection of inner ears of 24 patients with Waardenburg's syndrome are described. In 12 of these 48 inner ears deafness was found. The roentgenographic examination did not show any malformation of the inner ears of these patients. In the literature on this subject, the tomographic findings of the inner ears of 12 deaf patients with Waardenburg's syndrome have been described. In 8 of them malformations were reported, especially of the semicircular canals. These findings in the literature could not be confirmed by our study."
1137041,"In the present case, a patient with symptoms referable to the occipital lobe, selective angiography demonstrated evidence of occlusion of branches of the left posterior cerebral artery with collateral circulation in addition to the congenital anomaly. The congenital absence of both vertebral arteries with a large occipital-basilar anastomosis may be explained by our hypothesis that occlusion occurred at the gestation age of 32-36 days. This case is presented in the hope that it will lead to the recognition of similar anomalies and further support our hypothesis. Selective angiography is the method of choice in the study of cerebrovascular disease and brachiocephalic vessels."
1137042,Sixty-five B-mode carotid sonograms were obtained at random on patients undergoing cerebral arteriography. A 5 mHz transducer was used. The results were correlated with magnified cervical carotid arteriograms obtained on these patients. B-mode sonography was accurate in evaluating the carotid arteries for surgical stenosis in 72 per cent of the cases. The feasibility of using B-mode sonography as a screening test in patients with asymptomatic carotid bruits is discussed.
1137206,"The efficacy of hypnotherapy in aborting acute asthmatic attacks was studied in 17 children ranging in age from six to 17. All had as their primary diagnosis bronchial asthma. Prior to hypnotic induction pulmonary function was assessed, then monitored in the immediate post hypnotic period and at two intervals thereafter. The average improvement for all subjects was greater than 50% above the baseline measurement as documented by spirometry, monitored dyspnea, wheezing and subjective ratings by the subjects. It is suggested that hypnotherapy may be an important tool in ameliorating asthma, improving ventilatory capacity and promoting relaxation without recourse to pharmacologic agents. One explanation offered is that hypnosis affects an automic response, thereby diminishing bronchospasm."
1137208,"1728 patients prick skin tested for eight fungi in the St. Louis, Missouri metropolitan area exhibited overall a rather low level of allergenicity as well as a general lack of cross-reactivity. Alternaria, however, elicited a high allergic reaction in both reactivity level and reaction frequency in the population. Response of pediatric patients was higher than that of adults, and the extract concentration and source varied the allergenic response only slightly."
1137209,"An evaluation was made of the protection induced by an attenuated Anaplasma marginale vaccine in young purebred cattle against the challenge exposure of naturally transmitted anaplasmosis in enzootic areas of Mexico. The cattle, which were raised in isolation units free of arthropods, consisted of 10 Brown Swiss calves (1 to 13 months of age) and 8 Holstein calves (5 to 7 months of age). They were paired by breed, age, and body weight, and allotted to 2 equal groups. Calves in 1 group were vaccinated, and at 6 weeks after vaccinations were done, calves in both groups were placed in the field where they were raised for approximately 1 year. Two Holstein and 3 Brown Swiss calves of the nonvaccinated group (group 2) developed clinical anaplasmosis, and the remaining calves of this group had hematologic evidence of the disease during the 2 to 4 months after introduction to the field. The vaccinated group, which remained free of anaplasmosis, showed consistently greater weight gain than did the controls. Among the Holstein calves, the maximum weight difference in favor  of the vaccinated group was 50 kg/head at 5.5 months after field exposure, and among the Brown Swiss calves, the differences in weight gain in favor of vaccinated calves at the end of the 12-month period was between 11 and 30 percent. It is concluded that the vaccine provided a means for safe adaptation of high-quality young cattle to the tropics by protecting them against what appears to be the major obstacle to this practice, anaplasmosis."
1137210,"Physiologic responses of irradiated and nonirradiated Shetland Ponies to controlled exercise were measured over a period of 5 years. The 5-year test began when the ponies were 3 years old and 5 months after they were exposed to 650 R of 60-Co gamma radiation. Significant differences in heart rates, respiratory rates, and rectal temperatures were demonstrated between irradiated and nonirradiated ponies when subjected to exercise and high ambient temperatures. Inthe irradiated group, heart rates were usually slower, especially during recovery immediately after exercise, and respiratory rates and rectal temperatures were higher than these rates were in the nonirradiated group when exercising in ambient temperature of 29.5 C. Exhaustive exercise did not amplify any of the differences which were apparent with moderate exercise. From a general viewpoint, the irradiated ponies performed work as efficiently as did the nonirradiated ponies. Early changes in blood-cell concentrations after irradiation were similar to those which have been observed in other large animal species. Time required for the various types of blood cells to return to base line values ranged between 3 months and 3 years."
1137211,"Surgically placed bile duct cannulas allowed collection of secreted bile from nonanesthetized ponies. UNINTERRUPTED ENTEROPHEPATIC CIRCULATION WAS PERMITTED BETWEEN COLLECTIONS. Deleterious effects of cannulation were not observed. Average bile flow was 18.6 plus or minus 1.72 (standard error) mul/minute/kg, bile acid excretion was 0.179 plus or minus 0.0212 mumole/minute/kg, and bilirubin excretion averaged 1.22 plus or minus 0.136 mug/minute/kg."
1137212,"Tetracycline-labeled bones of 23 foals from 52 to 104 days old were sectioned and macroscopically examined to assess the extent of ossification or fusion of ossification centers. A grading system was devised with which to record information about the ossification centers and growth plates. The objective was to define anatomic standards which could contribute toward obtaining an accurate radiologic interpretation. Labeled limb bones of 3 neonatal foals were similarly treated, but grading of these was limited to the consideration of whether each site was still cartilaginous or had commenced to ossify."
1137213,"Glossitis, known clinically as ""redtongue,"" was studied in tissues from 34 military working dogs (MWD) in the Republic of Vietnam. This condition was manifested grossly by loss of lingual papillae on the dorsal margins of the rostral third of the tongue. Microscopically, the principal lesions consisted of loss of filiform papillae, hemorrhage and edema in the lamina propria, acanthosis, and cellular infiltration. The cause of glossitis remains unknown at this time."
1137215,A cystic condition of the peritoneum of tuna fish (Thunnus thynnus) caught from the Persian Gulf is described. Parasitologic examination established widespread infection by the cestode Grillotia. An account is given of the taxonomic position of this genus.
1137214,"Ci 744 (20 mg/kg, given intramuscularly (IM) produced a reliable level of surgical anesthesia in both dogs and cats. Animals anesthetized in this way did not have an increased sensitivity to cardiac fibrillation after they were given epinephrine. Epinephrine-induced ventricular arrhythmia observed in C1 744-anesthetized animals was eliminated in cats and was markedly reduced in dogs by bilateral vagotomy. Myocardial fibrillation was not produced by epinephrine (0.1 to 100 mug/kg, intravenously (IV) in dogs and cats anesthetized with C1 744 alone. Pentobarbital anesthesia, like C1 744 anesthesia, did not sensitize the heart, whereas a significant number of thiamylal-halothane-anesthetized animals died from cardiac fibrillation after they had been given epinephrine. Additional dogs were anesthetized with C1 744 or pentobarbital and given a series of pressor and depressor agents (isoproterenol, epinephrine, tyramine, 1, 1-dimethyl-4-phenylpiperazium iodide (DMPP) plus bilateral carotid occlusion) before and after vagotomy. The responses with either anesthetic were similar with the exception that the reflex bradycardia to pressor agents was more evident in C1 744- than in pentobarbital-anesthetized dogs."
1137216,"Activated coagulation test (ACT) was performed in 37 adult ponies and 31 adult horses. The mean ACT time  of all ponies and horses was 2 minutes 38 seconds, with a standard deviation (SD) of 29 seconds. The ACT was compared with the Lee-White clotting test in heparinized ponies. The correlation of ACT with the Lee-White test was 0.95. Anticoagulation heparinized ponies during prolonged cardiopulmonary bypass was successfully monitored with the ACT. The ACT is simple and reproducible, has a  definite end point, and would seem to be an ideal screening test for hemorrhagic diathesis in equine animals."
1137239,Long-term survival data are presented for 200 patients with chronic airway obstruction of uncertain etiology who were enrolled in a prospective study approximately 14 years ago. Early death rates were closely related to the initial level of ventilatory impairment. Subjects with relatively mild impairment on entry to the study had a favorable prognosis for the first 5 to 7 years of follow-up but then began to show a higher death rate; there are few long-term survivors in the total series.
1137240,"Normal children as well as those with asthma and cystic fibrosis were studied to assess the contribution of lung zones emptying at different rates to the curvilinearity of the maximal expiratory flow-volume curve. Lung volumes, maximal expiratory flow-volume curves breathing air and then breathing a helium-oxygen mixture, and single-breath nitrogen washouts were measured. Forced expiratory maneuvers from lung volumes near functional residual capacity were performed to produce transients of flow exceeding maximal flow defined by the full flow-volume curve. Normal children and those with asthma and mild cystic fibrosis had small or no transients. Those with severe cystic fibrosis had large transients as well as increased phase I on the nitrogen washout curves. These large transients were associated with increased curvilinearity of the maximal expiratory flow-volume curve and smaller than normal flow response breathing helium. In severe cystic fibrosis, the large transients suggest sequential emptying of fast and slow spaces, which influences the shape of the maximal expiratory flow-volume curve. The fast space could be due to compression of an enlarged anatomic dead space. Any time constant inequality between parenchymal units present in asthma and mild cystic fibrosis does not appear to contribute significantly tof the shape of the maximal expiratory flow-volume curve."
1137241,"Tracheal mucous velocity was measured by observing the motion of teflon discs across the tracheal mucosa through a fiberoptic bronchoscope. The average rate of movement in 14 adult patients with cystic fibrosis was 2.6 mm per min plus or minus 3.3 SD, compared with 20.1 mm per min plus or minus 6.3 in 20 normal subjects of the same age (P less than 0.001). This failure of mucociliary transport may play a role in the pathogenesis of the pulmonary disease in cystic fibrosis. Administration of a beta-adrenergic agent, terbutaline, increased the average mucous velocity in the patients with cystic fibrosis (to 5.5 mm per min plus or minus 3.6 SD, P less than 0.001) but not in control subjects. This observation has potential therapeutic significance."
1137242,"Fourteen subjects with reversible obstructive lung disease inhaled one per cent lidocaine mist delivered by an ultrasonic nebulizer. The effect of ultrasonic nebulization per se was evaluated by a control study utilizing normal saline. After lidocaine inhalation there was a significant decrease in expiratory flow and an increase in airway resistance compared with either baseline or post-saline values. The changes were mild and do not preclude the continued use of nebulized lidocaine as an adjunct to bronchoscopy, but caution in its use is indicated."
1137243,"The various factors influencing closing volume were studied by performing the single-breath N2 test on 9 healthy nonsmokers. Time of day, day of the week, and preceding volume history had no effect on either closing volume or alveolar plateau. Slow inspiratory flow resulted in larger ratio of closing volume to vital capacity, ratio of closing capacity to total lung capacity, and change in N2 concentration than fast inspiratory flow. Voluntary regulation of the expiratory flow resulted in smaller ratios of closing volume to vital capacity and closing capacity to total lung capacity than when flow was regulated by a resistance. Prolonged breath holding of the inspired O2 led to larger ratio of closing volume to vital capacity and ratio of closing capacity to total lung capacity. To obtain uniform, comparable closing volumes, it is suggested that the subject inspire slowly, control expiratory flow (preferably voluntarily), and not pause between inspiration and expiration."
1137244,"A new spirometric measurement was performed with 803 healthy, nonsmoking men and women. Using the forced vital capacity curves, the forced end-expiratory flow (FEF75-85%) had a negative correlation with age and a positive correlation with height. Prediction formulas and nomograms were constructed. Comparison with the forced mid-expiratory flow (FEF25-75%) showed generally larger correlation coefficients for physical characteristics and coefficients of variation for the FEF75-85%. Expressing both the FEF75-85% and FEF25-75% as ratios of forced vital capacity did not improve the coefficients. The mean flow rates of 75 male smokers were compared with 213 non-smokers 30 to 49 years of age. The FEF75-85% significantly distinguished between a group of smokers and a group of nonsmokers, but the FEF25-75% showed no significant difference. In 9 patients with presumed peripheral airways disease, FEF25-75% ranged from 70 to 110 per cent of predicted normal but FEF75-85% was 30 to 72 per cent of predicted. An extensively studied control group of 22 healthy, asymptomatic, nonsmoking subjects had FEF75-85% values of 80 to 163 per cent of predicted. Both small groups of 9 patients and 22 control subjects had FEF75-85% values within 1.65 standard error of estimate. In subgroups of 319 persons, use of 75 per cent of predicted mean for FEF75-85% was of greater value in attempting to screen normal from abnormal population than using 1.65 standard error of estimate. The FEF75-85% is suggested as a useful simple ventilatory test to detect early obstructive pulmonary disease."
1137245,"Twenty healthy adults, 10 smokers and 10 nonsmokers, were exposed to 0.5 ppm of ozone for 6 hours in an environmental chamber. They engaged in two 15-min, medium-exercise stints on a bicycle ergometer during this period. The symptoms most commonly noted with exposure to ozone, dry cough and chest discomfort, were experienced by more nonsmokers than smokers. Subjects who experienced symptoms, in general, were those who developed objective evidence of decreased pulmonary function. Significant changes from control values for the group as a whole with exposure to ozone were observed for the following pulmonary function tests: specific airway conductance, pulmonary resistance, forced vital capacity, and 3-sec forced expiratory volume. No significant change was observed with respect to diffusing capacity for CO, static compliance, or the various tests derived from the N2 elimination rate. In addition, nonsmokers exhibited a significant decrease in dynamic compliance after exposure to ozone. When the smokers were considered as a separate group, no significant decrease in pulmonary function was observed, although some individual smokers showed adverse functional changes."
1137246,"The tissue of a benign, localized, pleural mesothelioma was digested with protease, and the crude polysaccharide was fractionated by a column of Dowex-1 (Cl-form). The eluate from the column was electrophoresed and incubated with various mucopolysaccharide lysases. Based on the results of column chromatography, electrophoresis, and enzymatic digestion, it was found that hyaluronic acid was the major constituent of the glycosaminoglycans in pleural mesothelioma. The hyaluronic acid from pleural mesothelioma seemed to be identical in structure with that from human umbilical cord; however, the hyaluronic acid from mesothelioma was eluted before that from human umbilical cord when fractionated by the column of Sepharose 4B, suggesting a differnence in molecular size between the two. Also, evidence was obtained for the presence of dermatan sulfate and heparan sulfate."
1137247,"Horizontal gradients in the distribution of ventilation and of regional vital capacities, as well as a reversed vertical, esophageal pressure gradient, were observed in a patient with a unilateral painful chest wall lesion. The distribution abnormalities disappeared after surgical treatment. These findings suggest that the interdependency between chest wall and lungs, and within the latter, between lobes, is an important factor determining the regional distribution of ventilation and the pleural pressure gradient in man."
1137248,"This study was performed to evaluate bronchopulmonary lavage and chelation therapy as a treatment method to prevent the development of radiation pneumonitis after inhalation of a radioactive aerosol. Twelve beagle dogs were exposed to an aerosol of cerium-144 in fused clay particles resulting in initial lung burdens from 47 to 64 muCi of 144-Ce per kg of body weight. Eight of the dogs were treated with a series of 10 bronchopulmonary lavages and 10 intravenous injections of calcium diethylenetriamine pentaacetate acid during the first 56 days after exposure to remove the deposited 144-Ce; the remaing 4 exposed dogs receiged no treatment. An additional 4 dogs were exposed to stable cerium and were given the course of treatment as an additional control group. Three of the 4 untreated dogs and 2 of the 8 treated dogs died 171 to 246 days after exposure with radiation pneumonitis or pulmonary fibrosis, or both. All but one of the remaining dogs were alive and apparently in good clincial health 550 dyas after exposure; the one dog had radiographic indications of pulmonary fibrosis by 365 days after exposure. The relative distribution of 144-Ce in the lungs and other major organs was similar in the treated and untreated dogs that died."
1137250,"A case is reported in which transbronchial lung biopsy using the fiberoptic bronchoscope was complicated by massive, fatal hemorrhage. This previously unreported complication occurred despite normal prothrombin and partial thromboplastin times and platelets of 93,000. Pathological examination revealed that a very small (0.5-mm) vessel was the source of the bleeding. Although severe complications are undoubtedly rare, this report suggests that the transbronchial lung biopsy is not a totally benign procedure. Suggestions are made to prevent future similar occurrences in very ill patients or in patients with coagulative abnormalities or blood dyscrasias."
1137251,"A young man who had had two episodes of high-altitude pulmonary edema in the absence of any respiratroy distress was noted to have a depression of his hypoxic and hypercapnic ventilatory drives. It is postulated that because of his blunted ventilaory drives, the patient progessed to coma on exposure to low ambient oxygen tensions (i.e., high altitude) without ever increasing his ventilation. The importance of including highaltitude pulmonary edema in the differential diagnosis of any patient who is admitted with coma after a sojourn at high altitude is stressed."
1137252,"When studying a group of lung cancer cases in a limited period of time to determine the relationship between age at diagnosis and smoking habits, the multiplicity of birth cohorts and the small segment of the life-span distribution of cases observed are confounding and restraining conditions. A model was constructed that suggests that small observed age shifts represent large age shifts in the life-span distributions."
1137255,"Alternate-day corticosteroid therapy was compared with two daily corticosteroid regimens for the treatment of giant cell arteritis. In a prospective study 60 patients with this disease were randomly assigned to three treatment groups: group A, 15 mg of prednisone every 8 hours; group B, 45 mg of prednisone every morning; and group C, 90 mgof prednisone every other morning. After 1 month of treatment, the arteritis seemed to be completely suppressed in 18 patients in group A and 16 in group B but in only 6 in group C. In the 14 other patients in group C, the continuing symptoms were cyclic and developed during the day steroids were not given. By changing to a daily regimen, the arteritis was controlled in most patients in group C. Adverse reactions to prednisone were noted frequently in groups A and B but rarely in group C."
1137256,"Automated feedback control methods were applied to a medical problem, in a computer program that used measured serum digoxin concentrations (as feedback) to predict future concentrations and to achieve desired concentrations. The system was validated by comparing its ability with the corresponding ability of physicians to regulate digoxin dosage. The prospective, randomized study included 51 patients. In the presence of varying amounts of feedback (serum digoxin concentration) information, the computer always predicted future digoxin concentrations as accurately as did physicians. For both computer and physician, the decrease in the prediction errors when two concentrations were known against that when no concentrations were known was significant: mean absolute error decreased from 0.40 to 0.25 ng/ml for the physicians and from 0.45 to 0.27 ng/ml for the computer. Thus the computer system is capable of simulating and reproducing a sophisticated aspect of physician behavior: ""learning"" about individual patient responses. The computer achieved desired concentrations more accurately than did physicians, especially when two or more previous digoxin concentrations were abailable (mean absolute achievement error for computer, 0.28 ng/ml; for physicians, 0.50 ng/ml)."
1137257,A 15-month prospective study of the personnel and students exposed to initially unsuspected active cases of tuberculosis was undertaken to define the risk of their acquiring infection. Eight of 484 (1.65%) personnel exposed to 17 initially unsuspected tuberculosis patients and 5 of 2013 (0.25%) unexposed personnel with similar risk but no known exposures developed positive tuberculin skin tests. This greater than sixfold increase in conversion rate for the exposed group was significant (chi-2=14.83; P=0.0003). Delay in making the diagnosis in these patients was associated with failure to apply a tuberculin skin test on admission in 14 patients and radiologic misinterpretation in 15. A comprehensive surveillance method involving the Employee and Student Health Departments as well as the Public Health Department is suggested to minimize the risk of undiagnosed tuberculosis.
1137258,"Since 1967, six cases of African trypanosomiasis have been diagnosed and treated in the United States. Five patients were Americans infected with Trypanosoma rhodesiense, and the other was an African student with T. gambiense. Presenting signs and symptoms for all cases were typical of the disease, but often the diagnosis was delayed. The five Americans had spent only brief periods in endemic areas. All cases responded to therapy although one relapsed. Cases of imported sleeping sickness are few, and the risk of Americans acquiring the disease while traveling to endemic areas is low. However, the early diagnosis of sleeping sickness requires that physicians be cognizant of the possibility of imported tropical diseases."
1137259,"The syndrome of hereditary thrombocytopenia, deafness, and renal disease was manifest in at least eight members in three generations of a family. They had a lifelong history of bleeding, usually as epistaxis, bilateral sensorineural deafness starting in late childhood or the teenage years, and persistent proteinuria with varying degrees of renal dysfunction. Two members died at a young age, one from central nervous system hemorrhage, the other from chronic renal failure. Splenectomy and steroid therapy have been of transient benefit. There was dominant inheritance of the syndrome. Hematologic studies showed thrombocytopenia, large platelets, and megakaryocytic hyperplasia of the bone marrow. In contrast to a previous report, our studies showed that affected members had normal in-vitro platelet function and normal ultrastructural platelet morphology. At autopsy, histologic changes in the kidney of one affected family member were indistinguishable from those reported in classic hereditary nephritis with nerve deafness (Alport's syndrome)."
1137260,"Two patients developed severe hypomagnesemia, hypocalcemia, and hypokalemia as a result of renal wasting of magnesium and potassium shortly after being treated with large doses of gentamicin. When therapy with gentamicin was discontinued renal loss of magnesium and potassium ceased, and serum calcium, magnesium, and potassium returned toward normal. Serum immunoreactive parathyroid hormone levels were inappropriately low during the episodes of hypocalcemia. Both patients represent examples of hypomagnesemic hypocalcemia induced by inappropriate magnesuria, possibly caused  by gentamicin. These observations suggest that serum calcium, magnesium, and potassium should be monitored during gentamicin therapy."
1137261,"Four of six siblings, offspring of Sicillian first cousins, developed a clinical disorder in early adulthood affecting the hematopoietic and immunoglobulin-producing systems. A female sibling died at age 21 with myeloid aplasia and agranulocytosis. A male sibling, at age 17, presented with erythroid and plasma cell aplasia with hypogammaglobulinemia. Two other female siblings, ages 21 and 35, had a lymphoproliferative disorder associated with hypogammaglobulinemia. In two of the affected subjects there was complete absence of the enzyme leukocyte alkaline phosphatase. Electron microscopic studies of the peripheral leukocytes from these two subjects and from one of the two asymptomatic siblings showed curious intranuclear and intracytoplasmic linear ""crystalloid"" structures in the mature neutrophils. It is postulated that the family contains a genetic defect, transmitted as an autosomal recessive by the heterozygous parents, that produces a stem-cell disorder manifested by myeloid, erythroid, and plasma cell aplasias, unique electron microscopic findings, and morphologic and functional abnormalities in later generations of cells."
1137262,"Invasive adrenocortical carcinoma was diagnosed in two patients, 3 1/2 and 69 years of age, respectively. Therapy with o,p'DDD was begun immediately, and the patients have survived 4 1/12 and 7 9/12 years, respectively. The prolonged survival represents possible ""cure"" of inoperable disease following early initiation of therapy."
1137264,"Although the ""health care crisis"" was thought solvable by simply increasing the number of physicians, this has turned out not to be the case. The major problems in physician manpower are geographic maldistribution with a sparsity of physicians in the rural areas and the inner city and an overproduction of specialists. Certain changes in undergraduate and postgraduate medical education have contributed to this maldistribution. There is good evidence that there is an overproduction of surgeons and of medical subspecialists such as cardiologists. Much of the excess subspecialization can be laid at the foot of graduate training programs. The role of the specialty boards in affecting career choices and with them health manpower is analyzed. Some solutions to solve the geographic and specialty maldistribution problems are suggested. It is clear that more primary care physicians including general internists, family physicians, and pediatricians are needed."
1137265,"Physicians and the nurse practitioners with whom they work face a number of conflicts. Conflicts develop within the individuals as they change their professional self-images. Each doctor-nurse team must develop new ways of working together and must do so against a background of long-standing professional territoriality. Comparable struggles are felt within schools and hospitals. Although governments have supported nurse practitioner programs, they have not yet enacted the fiscal and legal changes to make the role fully viable. Despite these struggles many physicians and nurses have achieved definite rewards. Research is beginning to document important successes, and educational programs are graduating significant numbers of practitioners."
