Title,Journal,PMID,Year,x,y,Labels,Colors
Carbon tetrachloride overdosage. A case report.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135699,1975.0,122.855,42.612,unlabeled,#D3D3D3
Tyramine content of South African cheeses.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135700,1975.0,-88.045,-42.238,unlabeled,#D3D3D3
Lynestrenol as a contraceptive preparation. Experience with a micro-dosage formulation.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135704,1975.0,85.729,-32.113,unlabeled,#D3D3D3
Malignant melanoma of the skin in Black Africans.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135705,1975.0,135.046,127.772,unlabeled,#D3D3D3
Plasma renin levels in Zulu hypertensives.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135706,1975.0,36.521,111.433,unlabeled,#D3D3D3
Incidence of Crohn's disease at Groote Schuur Hospital during 1970-1974.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135713,1975.0,194.774,1.898,unlabeled,#D3D3D3
Comparative determination of total serum thyroxine. Radio-immunoassay and protein-binding assay.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135714,1975.0,-40.926,13.894,unlabeled,#D3D3D3
Dogbite injuries in children.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135715,1975.0,182.374,-37.85,unlabeled,#D3D3D3
Radiology of the autosomal dominant form of craniometaphyseal dysplasia.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135718,1975.0,122.53,87.297,unlabeled,#D3D3D3
Leiomyosarcoma of the stomach.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135719,1975.0,152.867,91.6,unlabeled,#D3D3D3
The administration of drugs and tranquillisers where it can lead to dependence on the part of the patient in hospital.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135720,1975.0,57.52,-189.236,unlabeled,#D3D3D3
The air transport of patients.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135721,1975.0,27.204,-165.858,unlabeled,#D3D3D3
Virus particles and gastro-enteritis in Black and White Children in Rhodesia.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135722,1975.0,-17.446,-41.012,unlabeled,#D3D3D3
"The changing pattern of cancer mortality in South Africa, 1949-1969.",South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135726,1975.0,93.167,-54.109,unlabeled,#D3D3D3
Cardiac disease in Malawi.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135727,1975.0,104.57,34.888,unlabeled,#D3D3D3
Haemophilia home infusions with dried fresh plasma.,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde,1135728,1975.0,61.055,77.45,unlabeled,#D3D3D3
Use of balloon flotation catheters in critically ill patients.,The Surgical clinics of North America,1135745,1975.0,96.626,-6.165,unlabeled,#D3D3D3
External counterpulsation in low cardiac output states.,The Surgical clinics of North America,1135747,1975.0,159.451,56.77,unlabeled,#D3D3D3
Cardiac tamponade.,The Surgical clinics of North America,1135748,1975.0,168.424,58.852,unlabeled,#D3D3D3
Hemodilution.,The Surgical clinics of North America,1135750,1975.0,101.461,-4.413,unlabeled,#D3D3D3
"Momitoring the patient in shock: what, when, and how.",The Surgical clinics of North America,1135752,1975.0,97.954,-5.521,unlabeled,#D3D3D3
Use of vasoactive drugs in the treatment of shock.,The Surgical clinics of North America,1135753,1975.0,97.82,-3.652,unlabeled,#D3D3D3
Histocompatibility testing in dogs. I. A semi-micro mixed lymphocyte culture (MLC) technique for histocompatibility matching in dogs.,Tissue antigens,1135859,1975.0,-70.741,124.505,unlabeled,#D3D3D3
Histocompatibility testing in dogs. II. Leukocyte typing in relation to the mixed lymphocyte culture (MLC) reactivity.,Tissue antigens,1135860,1975.0,-70.82,123.159,unlabeled,#D3D3D3
Serotyping for MLC gene products:  I. Presumptive evidence that ABCIL may detect MLC factors.,Tissue antigens,1135861,1975.0,-66.174,133.071,unlabeled,#D3D3D3
A new alloantigenic system on human lymphocytes.,Tissue antigens,1135862,1975.0,-70.28,130.707,unlabeled,#D3D3D3
Ankylosing spondylitis in a large kindred: clinical and genetic studies.,Tissue antigens,1135863,1975.0,92.916,92.03,unlabeled,#D3D3D3
Dose distributions and mean doses in cylindrical cavities of bone marrow on X-ray irradiation.,Strahlentherapie,1135886,1975.0,-15.784,-82.956,unlabeled,#D3D3D3
Histological studies after experimental grid irradiation vi. Findings on Guérin-tumours irradiated by high doses.,Strahlentherapie,1135887,1975.0,-40.818,70.448,unlabeled,#D3D3D3
Further aspects of the radioprotective mechanism of thiourea.,Strahlentherapie,1135888,1975.0,-84.871,118.208,unlabeled,#D3D3D3
Radiation-induced chromosome aberrations in human peripheral lymphocytes.  Exposure to X-rays or protons.,Strahlentherapie,1135889,1975.0,-42.119,66.041,unlabeled,#D3D3D3
Simultaneous application of pulsed high frequency currents and gamma-rays to cultured melanoma cells.,Strahlentherapie,1135890,1975.0,-43.174,66.369,unlabeled,#D3D3D3
Urine excretion of nucleosides in Hodgkin's disease treated by combined chemotherapy.,Strahlentherapie,1135891,1975.0,96.927,156.155,unlabeled,#D3D3D3
"Investigation of immunoglobulin (IgG, IgA, IgM) levels in the blood serum of uranium miners after higher and lower exposure to ionizing radiation.",Strahlentherapie,1135892,1975.0,27.047,-45.976,unlabeled,#D3D3D3
Effects of 400 R whole-body x-irradiation on 5-hydroxytryptamine content of the rat gastrointestinal tract.,Strahlentherapie,1135899,1975.0,-40.886,70.381,unlabeled,#D3D3D3
Microwaves in radiotherapy of tumors - alternative to heavy particles?,Strahlentherapie,1135900,1975.0,-58.038,166.101,unlabeled,#D3D3D3
"Ultrastructural characteristics of ""aging"" of human prostate cells in monolayer cell culture.",Urological research,1136078,1975.0,-51.805,80.026,unlabeled,#D3D3D3
"The diagnostic value of enzymuria, cell excretion, and proteinuria in experimental renal diseases.",Urological research,1136079,1975.0,25.366,108.628,unlabeled,#D3D3D3
Studies on urinary isozymes of lactic dehydrogenase and beta-glucuronidase in patients with bladder tumors.,Urological research,1136080,1975.0,-4.985,85.735,unlabeled,#D3D3D3
Congenital neuropathic bladder: practicalities and possibilities of conservational management.,Urology,1136081,1975.0,206.274,-4.209,unlabeled,#D3D3D3
Nortriptyline hydrochloride in urology.,Urology,1136083,1975.0,201.21,-24.594,unlabeled,#D3D3D3
Use of Boari flap in lower ureteral injuries.,Urology,1136084,1975.0,208.694,-2.168,unlabeled,#D3D3D3
Secondary bladder neck obstruction in patients with urethral valves: Treatment with phenoxybenzamine,Urology,1136085,1975.0,206.226,-5.957,unlabeled,#D3D3D3
Anterior bladder tube for continence in neurogenic bladder. Experimental study.,Urology,1136086,1975.0,206.905,-4.865,unlabeled,#D3D3D3
Effect of muscle length on adrenergic stimulation of canine detrusor.,Urology,1136087,1975.0,1.171,186.231,unlabeled,#D3D3D3
"Phenacetin-induced renal papillary necrosis: pyonephros, anuria, and bilateral ureteral obstruction.",Urology,1136090,1975.0,173.019,32.008,unlabeled,#D3D3D3
Total unilateral renal destruction caused by irradiation for Hodgkin's disease.,Urology,1136092,1975.0,158.573,101.611,unlabeled,#D3D3D3
Metastatic carcinoma of prostate masquerading as abdominal aortic aneurysm.,Urology,1136094,1975.0,185.644,51.002,unlabeled,#D3D3D3
Endoscopy of intestinal urinary conduit.,Urology,1136095,1975.0,213.811,0.437,unlabeled,#D3D3D3
Effect of estramustine phosphate on plasma testosterone during treatment of carcinoma of prostate.,Urology,1136096,1975.0,100.05,152.312,unlabeled,#D3D3D3
"Staging of localized prostatic carcinoma by pelvic lymphadenectomy: technique using sequential, unilateral extraperitoneal incisions.",Urology,1136097,1975.0,100.189,142.937,unlabeled,#D3D3D3
Susceptibility of urothelium to neoplastic cellular implantation.,Urology,1136099,1975.0,-24.083,70.441,unlabeled,#D3D3D3
New fine structural observations in testicular malakoplakia: role of the Sertoli cell.,Urology,1136100,1975.0,67.76,144.736,unlabeled,#D3D3D3
Production disease control: three dairy herd case studies in NE Scotland.,The Veterinary record,1136111,1975.0,-35.408,-20.044,veterinary,#3B5DFF
Management of deer for experimental studies with foor-and-mouth disease virus.,The Veterinary record,1136125,1975.0,-35.284,-19.929,veterinary,#3B5DFF
Atrophic rhinitis of pigs: abattoir studies.,The Veterinary record,1136131,1975.0,35.687,-39.692,veterinary,#3B5DFF
An immune hemagglutination procedure with very high sensitivity applied to the detection of hepatitis B antibody and antigen and immune complex.,Vox sanguinis,1136331,1975.0,-44.293,16.482,unlabeled,#D3D3D3
S--s--U-- phenotype in South African Negroes.,Vox sanguinis,1136332,1975.0,-10.853,-25.919,unlabeled,#D3D3D3
Is the determination of AHF activity feasible for individual cryoprecipitates?,Vox sanguinis,1136334,1975.0,56.888,76.915,unlabeled,#D3D3D3
Acute heroin fatalities in San Francisco. Demographic and toxicologic characteristics.,The Western journal of medicine,1136431,1975.0,73.335,-105.257,unlabeled,#D3D3D3
Medical oncology. Clinical experience over one year.,The Western journal of medicine,1136432,1975.0,104.457,155.012,unlabeled,#D3D3D3
Cystic fibrosis complicated by heart failure.,The Western journal of medicine,1136433,1975.0,110.109,35.11,unlabeled,#D3D3D3
"Studies of malformation syndromes in man XXXVI: the Pfeiffer syndrome, association with Kleeblattschädel and multiple visceral anomalies. Case report and review.",Zeitschrift fur Kinderheilkunde,1136537,1975.0,119.374,85.532,unlabeled,#D3D3D3
Morphological and morphometric studies of the skeletal muscles of rachitic rats.,Zeitschrift fur Kinderheilkunde,1136538,1975.0,19.371,74.271,unlabeled,#D3D3D3
Isoenzymes of alkaline phosphatase in the serum of patients with cystic fibrosis.,Zeitschrift fur Kinderheilkunde,1136540,1975.0,51.793,53.126,unlabeled,#D3D3D3
Cyclic peptides of sarcosine. Syntheses and conformation.,Acta chemica Scandinavica. Series B: Organic chemistry and biochemistry,1136650,1975.0,-183.141,55.609,biochemistry,#b65141
The crystal and molecular structure of (2-Hydroxyphenyl) alanine (o-Tyrosine).,Acta chemica Scandinavica. Series B: Organic chemistry and biochemistry,1136651,1975.0,-203.809,-57.118,biochemistry,#b65141
Structural studies of metabolic products of dopamine. III. Crystal and molecular structure of (--)-adrenaline.,Acta chemica Scandinavica. Series B: Organic chemistry and biochemistry,1136652,1975.0,-203.711,-57.033,biochemistry,#b65141
Effects on breathing mechanics and gas exchange of different inspiratory gas flow patterns in patients undergoing respirator treatment.,Acta anaesthesiologica Scandinavica,1136689,1975.0,91.632,-12.58,unlabeled,#D3D3D3
"Arterial hypotension and hypoxaemia during total hip replacement: the importance of thromboplastic products, fat embolism and acrylic monomers.",Acta anaesthesiologica Scandinavica,1136690,1975.0,55.391,66.721,unlabeled,#D3D3D3
The effect of the short-acting barbiturate enibomal (Narcodorm) on systolic time intervals.,Acta anaesthesiologica Scandinavica,1136691,1975.0,62.514,69.905,unlabeled,#D3D3D3
Central and peripheral circulation immediately after pulmonary surgery as related to sympathodrenal activity.,Acta anaesthesiologica Scandinavica,1136692,1975.0,61.764,69.791,unlabeled,#D3D3D3
Effects of thiopental (Trapanal) on coronary blood flow and myocardial metabolism in man.,Acta anaesthesiologica Scandinavica,1136693,1975.0,62.78,68.354,unlabeled,#D3D3D3
Effect of dihydroergotamine on perpheral circulation during epidural anaesthesia in man.,Acta anaesthesiologica Scandinavica,1136694,1975.0,37.419,118.973,unlabeled,#D3D3D3
Effects on breathing mechanics and gas exchange of different inspiratory gas flow patterns during anaesthesia.,Acta anaesthesiologica Scandinavica,1136695,1975.0,91.631,-12.704,unlabeled,#D3D3D3
Concentration of bupivacaine in arterial and venous plasma after epidural anaesthesia in man and after intramuscular administration in dog.,Acta anaesthesiologica Scandinavica,1136696,1975.0,61.098,71.475,unlabeled,#D3D3D3
Complications to tracheostomy and long-term intubation: a follow-up study.,Acta anaesthesiologica Scandinavica,1136697,1975.0,163.05,2.38,unlabeled,#D3D3D3
Effect of controlled halothane anaesthesia on splanchnic blood flow and cardiac output in the dog.,Acta anaesthesiologica Scandinavica,1136698,1975.0,37.409,120.14,unlabeled,#D3D3D3
Maternal and fetal responses to halothane in pregnant monkeys.,Acta anaesthesiologica Scandinavica,1136699,1975.0,8.904,64.861,unlabeled,#D3D3D3
"The embryonic and postnatal growth of rat and mouse. III. growth of the whole animal in the puberty, adult, and senescence phases in two inbred mouse strains (cpb-s and kba/2). Exponential growth, sudden changes in the growth rate, and a model for the regulation of the mitotic rate.",Acta anatomica,1136700,1975.0,-44.954,80.358,unlabeled,#D3D3D3
Comparative microscopical study of the gall bladder mucosa.,Acta anatomica,1136701,1975.0,-40.508,78.417,unlabeled,#D3D3D3
Ontogenic growth changes of the skull base in four genera of nonhuman primates.,Acta anatomica,1136702,1975.0,-42.515,-117.466,unlabeled,#D3D3D3
Review of the evolution and phylogeny of the mammalian tongue.,Acta anatomica,1136703,1975.0,-41.931,-116.385,unlabeled,#D3D3D3
Functional asymmetry in the face.,Acta anatomica,1136705,1975.0,45.807,-70.365,unlabeled,#D3D3D3
Blood vessels and excretory apparatus of the kidney in some wild animals.,Acta anatomica,1136706,1975.0,-38.327,76.643,unlabeled,#D3D3D3
Histochemistry of oxidative enzymes in the neuroglia in course of myelination.,Acta anatomica,1136707,1975.0,-33.866,82.396,unlabeled,#D3D3D3
Histochemical observations on the mucins of the gastrointestinal tract in the toad (Bufo melanostictus).,Acta anatomica,1136708,1975.0,-41.574,79.137,unlabeled,#D3D3D3
Studies on ectopic granule cells in the cerebellar cortex. III. An investigation into the restoration of the external granular layer after partial destruction.,Acta neuropathologica,1136709,1975.0,-18.847,61.213,unlabeled,#D3D3D3
An unusual type of infantile lipofuscinosis.,Acta neuropathologica,1136710,1975.0,86.291,83.648,unlabeled,#D3D3D3
The occurrence of dark neurons in the normal and deafferentated lateral vestibular nucleus in the rat: observations by light and electron microscopy.,Acta neuropathologica,1136711,1975.0,-38.719,94.317,unlabeled,#D3D3D3
Clinico-pathological correlations in a case of traumatic pan-hypopituitarism.,Acta neuropathologica,1136713,1975.0,133.279,91.13,unlabeled,#D3D3D3
Wernicke's encephalopathy: an experimental study in the rhesus monkey.,Acta neuropathologica,1136712,1975.0,88.1,82.895,unlabeled,#D3D3D3
The large dense core vesicle: a normal organelle of the central nervous system myelinated axon.,Acta neuropathologica,1136714,1975.0,-35.278,85.037,unlabeled,#D3D3D3
Effect of centrifugation on amniotic fluid phospolipid recovery.,Acta obstetricia et gynecologica Scandinavica,1136715,1975.0,-96.17,-43.041,unlabeled,#D3D3D3
The hazards of vacuum aspiration in late first trimester abortions.,Acta obstetricia et gynecologica Scandinavica,1136716,1975.0,81.704,-33.683,unlabeled,#D3D3D3
Fibrinogen-fibrin degradation products in menstrual blood from women with normal and excessive menstrual losses.,Acta obstetricia et gynecologica Scandinavica,1136717,1975.0,31.255,29.449,unlabeled,#D3D3D3
Serum levels of oestradiol and progesterone during administration of prostaglandin F2alpha for induction of abortion and labour.,Acta obstetricia et gynecologica Scandinavica,1136718,1975.0,81.476,-34.218,unlabeled,#D3D3D3
Outcome of term breech delivery in primigravidae. a feto peivicbreech index.,Acta obstetricia et gynecologica Scandinavica,1136719,1975.0,79.194,-32.777,unlabeled,#D3D3D3
Urge incontinence in women.,Acta obstetricia et gynecologica Scandinavica,1136720,1975.0,198.625,-15.511,unlabeled,#D3D3D3
"Serotonin, 5-hiaa, total estrogen and pregnanediol excretion in urine during therapeutic saline abortion.",Acta obstetricia et gynecologica Scandinavica,1136721,1975.0,33.674,24.546,unlabeled,#D3D3D3
Effects of terbutaline on human uterine motility at term.,Acta obstetricia et gynecologica Scandinavica,1136722,1975.0,1.461,189.875,unlabeled,#D3D3D3
"The effect of a copper iud and ""inert"" iuds on the incorporation of 3-h-thymidine and 5-3-h-uridine into the endometrium of the rabbit after stimulation with human chorionic gonadotropin.",Acta obstetricia et gynecologica Scandinavica,1136723,1975.0,-0.59,57.38,unlabeled,#D3D3D3
Demonstration of boundary lubrication by synovial fluid.,Acta orthopaedica Scandinavica,1136724,1975.0,-23.726,24.682,unlabeled,#D3D3D3
Difference in leg length in children with coxa plana during and after treatment using unilateral unloading.,Acta orthopaedica Scandinavica,1136725,1975.0,188.148,-56.061,unlabeled,#D3D3D3
Use of ultrasound to detect fat emboli during total hip replacement.,Acta orthopaedica Scandinavica,1136726,1975.0,158.113,2.122,unlabeled,#D3D3D3
Autogenous transplantation of apophyseal cartilage to osteochondral defects of joints.,Acta orthopaedica Scandinavica,1136727,1975.0,-25.996,21.752,unlabeled,#D3D3D3
Performance of bk amputees using ptb prostheses.,Acta orthopaedica Scandinavica,1136729,1975.0,153.18,-90.636,unlabeled,#D3D3D3
Pathological anatomy of the aging meniscus.,Acta orthopaedica Scandinavica,1136730,1975.0,173.651,-72.041,unlabeled,#D3D3D3
Tibial osteotomy for osteoarthrosis of the knee.,Acta orthopaedica Scandinavica,1136731,1975.0,180.678,-78.545,unlabeled,#D3D3D3
Congenital clubfoot.,Acta orthopaedica Scandinavica,1136732,1975.0,183.362,-51.129,unlabeled,#D3D3D3
Effect of cortisone and an anabolic steroid upon plasma hydroxyproline during fracture healing in rabbits.,Acta orthopaedica Scandinavica,1136733,1975.0,10.894,78.644,unlabeled,#D3D3D3
Physical work performed by surgeons during orthopaedic operations.,Acta orthopaedica Scandinavica,1136734,1975.0,105.743,-42.057,unlabeled,#D3D3D3
Characterization of bone cements.,Acta orthopaedica Scandinavica,1136735,1975.0,-44.055,-193.115,unlabeled,#D3D3D3
The normal and pathological mobility of the metacarpo-phalangeal joint.,Acta orthopaedica Scandinavica,1136736,1975.0,165.749,-68.877,unlabeled,#D3D3D3
Long-term observations on the loss of bone mineral following colles' fracture.,Acta orthopaedica Scandinavica,1136737,1975.0,49.899,7.008,unlabeled,#D3D3D3
"A study of height, weight and menarche in girls with idiopathic structural scoliosis.",Acta orthopaedica Scandinavica,1136739,1975.0,45.23,35.891,unlabeled,#D3D3D3
The proportion of legs to trunk in girls with idiopathic structural scoliosis.,Acta orthopaedica Scandinavica,1136740,1975.0,165.25,-57.944,unlabeled,#D3D3D3
Late diagnosis dislocation of the hip joint in children.,Acta orthopaedica Scandinavica,1136741,1975.0,196.419,-67.994,unlabeled,#D3D3D3
Middle ear specific proteins in glue ears.,Acta oto-laryngologica,1136754,1975.0,19.644,57.103,unlabeled,#D3D3D3
Nasal mucosa in the iron deficient state. A clinical and electron-microscopic study.,Acta oto-laryngologica,1136757,1975.0,16.314,74.619,unlabeled,#D3D3D3
"Morphogenesis and ultrastructure of the mouse embryonic salivary gland in tissue culture. Normal, and following exposure to trypsin.",Acta oto-laryngologica,1136759,1975.0,-46.018,84.505,unlabeled,#D3D3D3
Effect of physical exercise upon nystagmus and locomotor dysequilibrium after labyrinthectomy in experimental primates.,Acta oto-laryngologica,1136760,1975.0,-22.207,-140.304,unlabeled,#D3D3D3
Relationship between the vegetative innervation and the sensibility of the nasal mucosa.,Acta oto-laryngologica,1136756,1975.0,17.83,79.681,unlabeled,#D3D3D3
The role of viral infection in acute peripheral facial palsy.,Acta oto-laryngologica,1136761,1975.0,-14.006,-33.279,unlabeled,#D3D3D3
Ultrastructural study of the human utricular macula and vestibular nerve in meniére's disease.,Acta oto-laryngologica,1136758,1975.0,-19.062,37.256,unlabeled,#D3D3D3
Flight behaviour of pigeons during weightlessness.,Acta oto-laryngologica,1136763,1975.0,-39.336,-107.991,unlabeled,#D3D3D3
Some aspects of upper respiratory tract reflexes.,Acta oto-laryngologica,1136764,1975.0,38.479,128.169,unlabeled,#D3D3D3
Clearance of middle ear effusions by the mucociliary system.,Acta oto-laryngologica,1136766,1975.0,-133.214,-41.426,unlabeled,#D3D3D3
Auditory fatigue in patients with stapedius muscle paralysis.,Acta oto-laryngologica,1136762,1975.0,-37.243,-135.806,unlabeled,#D3D3D3
Chronic glomerulonephritis accompanied by secondary hyperoxaluria.,Acta pathologica japonica,1136773,1975.0,125.578,59.232,unlabeled,#D3D3D3
Mechanism of the formation of megamitochondria induced by copper-chelating agents. I. On the formation process of megamitochondria in cuprizone-treated mouse liver.,Acta pathologica japonica,1136774,1975.0,-34.775,79.73,unlabeled,#D3D3D3
Electrocochleography (ecog) in sensorineural deafness.,Acta oto-laryngologica,1136767,1975.0,-36.395,-134.319,unlabeled,#D3D3D3
Study of the variation of urinary protein patterns referring to the histopathological changes in renal diseases.,Acta pathologica japonica,1136775,1975.0,24.839,105.505,unlabeled,#D3D3D3
Normal and pathological adaptation of compound viii nerve responses in the guinea pig.,Acta oto-laryngologica,1136765,1975.0,-37.212,-136.821,unlabeled,#D3D3D3
Electrocochleographic study of a case of lermoyez's syndrome.,Acta oto-laryngologica,1136768,1975.0,49.799,-59.057,unlabeled,#D3D3D3
Resting potentials in the inner sulcus and tunnel of corti.,Acta oto-laryngologica,1136770,1975.0,-19.965,36.389,unlabeled,#D3D3D3
A human malignant cell line established from ascites of patient with embryonal carcinoma of ovarium.,Acta pathologica japonica,1136776,1975.0,-53.762,159.568,unlabeled,#D3D3D3
The role of the binaural test in filtered speech audiometry.,Acta oto-laryngologica,1136771,1975.0,-34.68,-131.364,unlabeled,#D3D3D3
Electronystagmography in the pathology of the central nervous system.,Acta oto-laryngologica,1136772,1975.0,47.73,-62.761,unlabeled,#D3D3D3
Non-psychotic disorders in the families of process schizophrenics.,Acta psychiatrica Scandinavica,1136840,1975.0,55.206,-120.492,unlabeled,#D3D3D3
Quantitative rating of depressive states.,Acta psychiatrica Scandinavica,1136841,1975.0,47.439,-117.832,unlabeled,#D3D3D3
Mind and ulcer.,Acta psychiatrica Scandinavica,1136842,1975.0,72.373,-110.871,unlabeled,#D3D3D3
Presenile dementia: the difficulties of early diagnosis.,Acta psychiatrica Scandinavica,1136843,1975.0,19.562,-107.552,unlabeled,#D3D3D3
Resection of lef ventricular aneurysm-late results.,Acta medica Scandinavica,1136850,1975.0,163.861,78.048,unlabeled,#D3D3D3
Diazepam in cardioversion.,Acta medica Scandinavica,1136851,1975.0,63.205,69.612,unlabeled,#D3D3D3
Renal excretion of vancomycinin in kidney disease.,Acta medica Scandinavica,1136852,1975.0,9.67,-7.522,unlabeled,#D3D3D3
Monoclonal immunoglobulinaemia associated with glomerulopathy.,Acta medica Scandinavica,1136853,1975.0,65.012,143.611,unlabeled,#D3D3D3
"The effect of norepinephrine and theophylline on blood glucose, plasms FFA, plasma glycerol and plasma insulin in normal subjects.",Acta medica Scandinavica,1136854,1975.0,46.631,25.307,unlabeled,#D3D3D3
"Portal and cubital serum insulin during oral, portal and cubital glucose tolerance tests.",Acta medica Scandinavica,1136855,1975.0,43.89,26.243,unlabeled,#D3D3D3
Removal of exogenous triglycerides in human forearm muscle and subcutaneous tissue.,Acta medica Scandinavica,1136856,1975.0,47.302,28.838,unlabeled,#D3D3D3
Association between a low adipose tissue content of polyunsaturated fatty acids and both glucose intolerance and hypertriglyceridemia in apparently healthy men.,Acta medica Scandinavica,1136857,1975.0,57.147,33.818,unlabeled,#D3D3D3
Polymorphic acetylation of procaine amide in healthy subjects.,Acta medica Scandinavica,1136858,1975.0,11.564,-0.405,unlabeled,#D3D3D3
Acetylator phenotype and the antihypertensive response to hydralazine.,Acta medica Scandinavica,1136859,1975.0,66.547,54.741,unlabeled,#D3D3D3
The urinary excretion of trace elements before and during treatment with hydralazine.,Acta medica Scandinavica,1136860,1975.0,28.369,-46.981,unlabeled,#D3D3D3
Fever and haemolysis in Hodgkin's diseases.,Acta medica Scandinavica,1136861,1975.0,55.082,48.512,unlabeled,#D3D3D3
"Therapeutic effect of Leo 1031, an alkylating corticosteroid ester, in lymphoproliferative disorders. I. chronic lymphocytic leukaemia.",Acta medica Scandinavica,1136862,1975.0,67.606,130.193,unlabeled,#D3D3D3
"Renin-secreting renal tumour with severe hypertension. case report with tumour renin analysis, histopathological and ultrastructural studies.",Acta medica Scandinavica,1136863,1975.0,130.612,90.115,unlabeled,#D3D3D3
Prefrontal lesions and avoidance reflex differentiation in dogs.,Acta neurobiologiae experimentalis,1136864,1975.0,-25.011,-143.116,unlabeled,#D3D3D3
Salivary reactions in dogs with dorsomedial amygdalar lesions.,Acta neurobiologiae experimentalis,1136865,1975.0,38.125,147.996,unlabeled,#D3D3D3
"A failure to train the ""same-different"" differentiation of photic stimuli in dogs.",Acta neurobiologiae experimentalis,1136866,1975.0,-35.615,-145.358,unlabeled,#D3D3D3
"Transfer of the ""same-different' differentiation task in dogs.",Acta neurobiologiae experimentalis,1136867,1975.0,-1.674,-163.976,unlabeled,#D3D3D3
Light-sound interaction in the neurons of the rabbit's visual cortex.,Acta neurobiologiae experimentalis,1136868,1975.0,-26.453,-151.907,unlabeled,#D3D3D3
Single-unit responses to natural objects in area 19 of cats with different early visual experiences.,Acta neurobiologiae experimentalis,1136869,1975.0,-25.193,-149.667,unlabeled,#D3D3D3
Kinins and central effects of the acetylcholine.,Acta neurobiologiae experimentalis,1136870,1975.0,20.39,175.617,unlabeled,#D3D3D3
The effects of trypsin-degradation products of albumin on the activity of the central nervous system.,Acta neurobiologiae experimentalis,1136871,1975.0,27.516,101.8,unlabeled,#D3D3D3
Contribution of the his bundle recording to the diagnosis of bilateral bundle branch conduction defects.,Advances in cardiology,1136880,1975.0,108.714,83.062,cardiology,#1CE6FF
Mechanisms determining the ventricular rate in wolff-parkinson-white arrhythmias.,Advances in cardiology,1136885,1975.0,108.647,83.8,cardiology,#1CE6FF
Effect of drugs in the wolff-parkinson-white syndrome.,Advances in cardiology,1136886,1975.0,112.095,72.839,cardiology,#1CE6FF
Computer analysis of ventricular conduction defects.,Advances in cardiology,1136887,1975.0,93.181,73.196,cardiology,#1CE6FF
Complete left bundle branch block with marked left axis deviation of qrs clinical and anatomical study.,Advances in cardiology,1136888,1975.0,93.233,73.537,cardiology,#1CE6FF
Mechanism of action of antidysrhythmic drugs on ventricular conduction as studied with intramural electrodes.,Advances in cardiology,1136889,1975.0,43.413,123.09,cardiology,#1CE6FF
Concealed intraventricular conduction in the human heart.,Advances in cardiology,1136891,1975.0,109.094,83.264,cardiology,#1CE6FF
Electral stimulation of the heart in the study of ventricular tachycardias.,Advances in cardiology,1136893,1975.0,104.094,83.942,cardiology,#1CE6FF
Etiology of right bundle-branch block pattern after surgical closure of ventricular-septal defects.,American heart journal,1136934,1975.0,107.768,83.554,unlabeled,#D3D3D3
Quinidine plasma concentration and exertional arrhythmia.,American heart journal,1136935,1975.0,68.196,56.983,unlabeled,#D3D3D3
Electrophysiologic effects of isoproterenol on cardiac conduction system in man.,American heart journal,1136936,1975.0,99.537,83.621,unlabeled,#D3D3D3
Wolff-Parkinson-White syndrome: mechanocardiographic study on the mechanical consequences of ventricular pre-excitation.,American heart journal,1136937,1975.0,107.566,84.006,unlabeled,#D3D3D3
Velocity of contractile element shortening in constrictive pericarditis and the effect of pulsus paradoxus.,American heart journal,1136938,1975.0,74.206,66.796,unlabeled,#D3D3D3
Effects of dexamethasone on myocardial cells in the early phase of acute myocardial infarction.,American heart journal,1136939,1975.0,46.715,115.244,unlabeled,#D3D3D3
Increasing the inotropic effect and toxic dose of digitalis by the administration of antikaliuretic drugs--further evidence for a cardiac effect of diuretic agents.,American heart journal,1136940,1975.0,42.044,122.284,unlabeled,#D3D3D3
Lumbar punctures and meningitis.,American journal of diseases of children (1960),1136949,1975.0,7.391,-37.63,unlabeled,#D3D3D3
Suppuration of the submandibular salivary glands in the neonate.,American journal of diseases of children (1960),1136952,1975.0,148.771,34.967,unlabeled,#D3D3D3
Cystic fibrosis and hypertrophic osteoarthropathy in children. Report of three cases.,American journal of diseases of children (1960),1136953,1975.0,106.887,34.687,unlabeled,#D3D3D3
Future health professional practice in America.,American journal of hospital pharmacy,1136961,1975.0,73.775,-186.339,unlabeled,#D3D3D3
